trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1406730014;1406708257.sql;1406730014.sql;1;1;6;6;0;0;0;0;0;0;0;0
