;0;1;2;3;
cpu_proc;8;8;9;9;
cpu_sys;6;6;6;6;
event_log;5;5;5;5;
event_type;2;2;2;2;
io_sys;10;10;10;10;
mem_proc;6;6;6;6;
mem_sys;11;11;12;12;
proc_info;4;4;4;4;
session_info;2;2;3;3;
