trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1423341385		1423341385.sql	2015-02-07 20:36:25	0	0	0		9		54	9	0	54	0	0	0	0	0			54	0	0	54	0	54	
1	1423772194	1423341385.sql	1423772194.sql	2015-02-12 20:16:34	4	1	1	9	9	54	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	1424372139	1423772194.sql	1424372139.sql	2015-02-19 18:55:39	11	1	1	9	9	54	57	0	0	0	0	4	1	6	0	0	3	4	1	6	4	7	11	
3	1427399956	1424372139.sql	1427399956.sql	2015-03-26 19:59:16	46	1	2	9	9	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
