mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2016-08	1	7	39	7	0	39	0	0	0	0	0	0	0	39	0	0	39	0	39
1	2016-09	0	7	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2016-10	0	7	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2016-11	0	7	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2016-12	0	7	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2017-01	0	7	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2017-02	1	8	44	1	0	5	0	0	0	0	0	1	5	5	0	0	5	0	5
7	2017-03	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2017-04	1	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2017-05	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2017-06	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2017-07	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2017-08	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2017-09	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2017-10	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2017-11	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2017-12	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	2018-01	2	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2018-02	1	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	2018-03	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	2018-04	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	2018-05	0	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	2018-06	1	8	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
