Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
commit_diff_deltas	3	1	-	3	2015-01-14 17:12:47	2015-06-07 19:45:11	1	1	144	7	7	7	1	0	0	0	0		20	0	20
commits	4	0	-	3	2015-01-12 16:11:27	2015-06-07 19:45:11	0	1	146	12	11	11.75	0.92	1	1	0.25	0.25	1	20	1	21
