trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1369832728		1369832728.sql	2013-05-29 13:05:28	0	0	0		9		68	9	0	68	0	0	0	0	0			68	0	0	68	0	68	
1	1370094337	1369832728.sql	1370094337.sql	2013-06-01 13:45:37	3	1	1	9	9	68	68	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	
2	1370960493	1370094337.sql	1370960493.sql	2013-06-11 14:21:33	13	1	1	9	9	68	68	0	0	0	0	1	1	7	0	0	0	1	1	7	1	8	9	
3	1371213542	1370960493.sql	1371213542.sql	2013-06-14 12:39:02	15	1	1	9	9	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	1372885297	1371213542.sql	1372885297.sql	2013-07-03 21:01:37	35	1	2	9	9	68	68	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
5	1372958455	1372885297.sql	1372958455.sql	2013-07-04 17:20:55	36	1	2	9	9	68	68	1	1	4	4	0	0	0	0	0	0	4	4	0	4	4	8	
6	1373368502	1372958455.sql	1373368502.sql	2013-07-09 11:15:02	40	1	2	9	9	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	1373377729	1373368502.sql	1373377729.sql	2013-07-09 13:48:49	41	1	2	9	10	68	74	2	1	11	6	2	1	0	0	1	6	13	7	0	13	7	20	
8	1373436789	1373377729.sql	1373436789.sql	2013-07-10 06:13:09	41	1	2	10	10	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	1373445411	1373436789.sql	1373445411.sql	2013-07-10 08:36:51	41	1	2	10	10	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	1373468337	1373445411.sql	1373468337.sql	2013-07-10 14:58:57	42	1	2	10	10	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	1373470304	1373468337.sql	1373470304.sql	2013-07-10 15:31:44	42	1	2	10	10	74	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	1373546694	1373470304.sql	1373546694.sql	2013-07-11 12:44:54	42	1	2	10	10	74	74	1	1	6	6	0	0	0	0	0	0	6	6	0	6	6	12	
13	1373571271	1373546694.sql	1373571271.sql	2013-07-11 19:34:31	43	1	2	10	10	74	75	0	0	0	0	2	1	1	0	0	1	2	1	1	2	2	4	
