Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
lists	3	0	-	2	2012-05-06 01:04:54	2012-05-13 07:39:46	0	1	7	8	8	8	1	0	0	0	0		20	0	20
tasks	3	0	-	2	2012-05-06 01:04:54	2012-05-13 07:39:46	0	1	7	12	12	12	1	0	0	0	0		20	0	20
