trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1229423179		1229423179.sql	2008-12-16 10:26:19	0	0	0		1		2	1	0	2	0	0	0	0	0			2	0	0	2	0	2	
1	1229444966	1229423179.sql	1229444966.sql	2008-12-16 16:29:26	0	1	1	1	3	2	29	2	0	27	0	0	0	0	0	2	27	27	0	0	27	0	27	
2	1229682863	1229444966.sql	1229682863.sql	2008-12-19 10:34:23	3	1	1	3	2	29	17	0	1	0	13	3	2	0	0	-1	-12	3	15	0	3	15	18	
3	1231331597	1229682863.sql	1231331597.sql	2009-01-07 12:33:17	22	1	1	2	3	17	19	1	0	2	0	0	0	0	0	1	2	2	0	0	2	0	2	
4	1231334332	1231331597.sql	1231334332.sql	2009-01-07 13:18:52	22	1	1	3	3	19	20	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
5	1232097148	1231334332.sql	1232097148.sql	2009-01-16 09:12:28	30	1	1	3	3	20	21	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
6	1233766806	1232097148.sql	1233766806.sql	2009-02-04 17:00:06	50	1	2	3	3	21	22	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
7	1253703317	1233766806.sql	1253703317.sql	2009-09-23 10:55:17	281	1	10	3	3	22	22	0	0	0	0	0	0	4	0	0	0	0	0	4	0	4	4	
8	1265710971	1253703317.sql	1265710971.sql	2010-02-09 10:22:51	419	2	14	3	3	22	22	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
9	1276615680	1265710971.sql	1276615680.sql	2010-06-15 15:28:00	546	2	18	3	3	22	22	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	
10	1282117492	1276615680.sql	1282117492.sql	2010-08-18 07:44:52	609	2	21	3	4	22	23	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	
11	1299742078	1282117492.sql	1299742078.sql	2011-03-10 07:27:58	813	3	27	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	1316085597	1299742078.sql	1316085597.sql	2011-09-15 11:19:57	1003	3	33	4	4	23	22	0	0	0	0	5	6	0	0	0	-1	5	6	0	5	6	11	
13	1316095605	1316085597.sql	1316095605.sql	2011-09-15 14:06:45	1003	3	33	4	4	22	23	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
14	1317905264	1316095605.sql	1317905264.sql	2011-10-06 12:47:44	1024	3	34	4	4	23	23	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
15	1321374521	1317905264.sql	1321374521.sql	2011-11-15 16:28:41	1064	3	35	4	4	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	1322639952	1321374521.sql	1322639952.sql	2011-11-30 07:59:12	1078	3	36	4	4	23	22	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	
17	1326898841	1322639952.sql	1326898841.sql	2012-01-18 15:00:41	1128	4	38	4	4	22	22	0	0	0	0	1	1	1	0	0	0	1	1	1	1	2	3	
18	1382350118	1326898841.sql	1382350118.sql	2013-10-21 10:08:38	1769	5	59	4	4	22	22	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
19	1392213111	1382350118.sql	1392213111.sql	2014-02-12 13:51:51	1884	6	62	4	4	22	21	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	
20	1420552404	1392213111.sql	1420552404.sql	2015-01-06 13:53:24	2212	7	73	4	4	21	22	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
21	1475835042	1420552404.sql	1475835042.sql	2016-10-07 10:10:42	2851	8	94	4	4	22	23	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
22	1477152598	1475835042.sql	1477152598.sql	2016-10-22 16:09:58	2867	8	95	4	4	23	22	0	0	0	0	3	4	0	0	0	-1	3	4	0	3	4	7	
23	1477405760	1477152598.sql	1477405760.sql	2016-10-25 14:29:20	2870	8	95	4	4	22	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24	1482480468	1477405760.sql	1482480468.sql	2016-12-23 08:07:48	2928	9	97	4	4	22	23	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
25	1490695928	1482480468.sql	1490695928.sql	2017-03-28 10:12:08	3023	9	100	4	4	23	23	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
