trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1229444966;1229423179.sql;1229444966.sql;1;3;2;29;2;0;0;0;0;0;27;0
2;1229682863;1229444966.sql;1229682863.sql;3;2;29;17;0;1;3;2;0;0;0;13
3;1231331597;1229682863.sql;1231331597.sql;2;3;17;19;1;0;0;0;0;0;2;0
4;1231334332;1231331597.sql;1231334332.sql;3;3;19;20;0;0;1;0;0;0;0;0
5;1232097148;1231334332.sql;1232097148.sql;3;3;20;21;0;0;1;0;0;0;0;0
6;1233766806;1232097148.sql;1233766806.sql;3;3;21;22;0;0;1;0;0;0;0;0
7;1253703317;1233766806.sql;1253703317.sql;3;3;22;22;0;0;0;0;4;0;0;0
8;1265710971;1253703317.sql;1265710971.sql;3;3;22;22;0;0;0;0;1;0;0;0
9;1276615680;1265710971.sql;1276615680.sql;3;3;22;22;0;0;0;0;2;0;0;0
10;1282117492;1276615680.sql;1282117492.sql;3;4;22;23;1;0;0;0;0;0;1;0
11;1299742078;1282117492.sql;1299742078.sql;4;4;23;23;0;0;0;0;0;0;0;0
12;1316085597;1299742078.sql;1316085597.sql;4;4;23;22;0;0;5;6;0;0;0;0
13;1316095605;1316085597.sql;1316095605.sql;4;4;22;23;0;0;1;0;0;0;0;0
14;1317905264;1316095605.sql;1317905264.sql;4;4;23;23;0;0;0;0;1;0;0;0
15;1321374521;1317905264.sql;1321374521.sql;4;4;23;23;0;0;0;0;0;0;0;0
16;1322639952;1321374521.sql;1322639952.sql;4;4;23;22;0;0;0;1;0;0;0;0
17;1326898841;1322639952.sql;1326898841.sql;4;4;22;22;0;0;1;1;1;0;0;0
18;1382350118;1326898841.sql;1382350118.sql;4;4;22;22;0;0;0;0;1;0;0;0
19;1392213111;1382350118.sql;1392213111.sql;4;4;22;21;0;0;0;1;0;0;0;0
20;1420552404;1392213111.sql;1420552404.sql;4;4;21;22;0;0;1;0;0;0;0;0
21;1475835042;1420552404.sql;1475835042.sql;4;4;22;23;0;0;1;0;0;0;0;0
22;1477152598;1475835042.sql;1477152598.sql;4;4;23;22;0;0;3;4;0;0;0;0
23;1477405760;1477152598.sql;1477405760.sql;4;4;22;22;0;0;0;0;0;0;0;0
24;1482480468;1477405760.sql;1482480468.sql;4;4;22;23;0;0;1;0;0;0;0;0
25;1490695928;1482480468.sql;1490695928.sql;4;4;23;23;0;0;0;0;1;0;0;0
