table;dur;birth;death;chngs;s@s;s@e;sAvg
pages;26;0;-;5;2;2;2.0
pages_language_overlay;23;3;-;1;2;2;2.0
sys_domain;16;10;-;1;1;2;1.3125
tx_naworkuri_redirect;1;1;1;0;13;13;13.0
tx_naworkuri_uri;25;1;-;38;14;17;16.92
