trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1483352245;1483351581.sql;1483352245.sql;11;11;87;87;0;0;0;0;0;0;0;0
2;1486128734;1483352245.sql;1486128734.sql;11;11;87;91;0;0;4;0;0;0;0;0
3;1534663171;1486128734.sql;1534663171.sql;11;13;91;106;2;0;4;0;0;0;11;0
4;1534955559;1534663171.sql;1534955559.sql;13;13;106;108;0;0;2;0;1;0;0;0
5;1535212451;1534955559.sql;1535212451.sql;13;13;108;108;0;0;0;0;0;0;0;0
6;1536411283;1535212451.sql;1536411283.sql;13;13;108;109;0;0;1;0;0;0;0;0
