;0;1;2;3;4;5;6;
apps;6;6;6;8;8;8;9;
collaborators;7;7;7;7;7;7;7;
deployments;10;10;10;10;10;10;10;
deployments_history;5;5;5;5;5;5;5;
deployments_versions;6;6;7;7;9;9;9;
log_report_deploy;0;0;0;7;7;7;7;
log_report_download;0;0;0;4;4;4;4;
packages;16;16;17;19;19;19;19;
packages_diff;7;7;8;8;8;8;8;
packages_metrics;8;8;9;9;9;9;9;
user_tokens;10;10;10;10;10;10;10;
users;8;8;8;8;8;8;8;
versions;4;4;4;4;4;4;4;
