table;dur;birth;death;chngs;s@s;s@e;sAvg
api_key;2;0;-;0;10;10;10.0
blue_shard_0;2;0;-;0;18;18;18.0
blue_shard_1;2;0;-;0;18;18;18.0
blue_shard_2;2;0;-;0;18;18;18.0
blue_shard_3;2;0;-;0;18;18;18.0
blue_shard_4;2;0;-;0;18;18;18.0
blue_shard_5;2;0;-;0;18;18;18.0
blue_shard_6;2;0;-;0;18;18;18.0
blue_shard_7;2;0;-;0;18;18;18.0
blue_shard_8;2;0;-;0;18;18;18.0
blue_shard_9;2;0;-;0;18;18;18.0
blue_shard_a;2;0;-;0;18;18;18.0
blue_shard_b;2;0;-;0;18;18;18.0
blue_shard_c;2;0;-;0;18;18;18.0
blue_shard_d;2;0;-;0;18;18;18.0
blue_shard_e;2;0;-;0;18;18;18.0
blue_shard_f;2;0;-;0;18;18;18.0
cell_area;2;0;-;0;14;14;14.0
cell_area_ocid;2;0;-;0;14;14;14.0
cell_gsm;2;0;-;0;24;24;24.0
cell_gsm_ocid;2;0;-;0;24;24;24.0
cell_lte;2;0;-;0;24;24;24.0
cell_lte_ocid;2;0;-;0;24;24;24.0
cell_wcdma;2;0;-;0;24;24;24.0
cell_wcdma_ocid;2;0;-;0;24;24;24.0
datamap_ne;2;0;-;0;3;3;3.0
datamap_nw;2;0;-;0;3;3;3.0
datamap_se;2;0;-;0;3;3;3.0
datamap_sw;2;0;-;0;3;3;3.0
export_config;2;0;-;0;5;5;5.0
region_stat;2;0;-;0;6;6;6.0
stat;2;0;-;0;3;3;3.0
wifi_shard_0;2;0;-;0;18;18;18.0
wifi_shard_1;2;0;-;0;18;18;18.0
wifi_shard_2;2;0;-;0;18;18;18.0
wifi_shard_3;2;0;-;0;18;18;18.0
wifi_shard_4;2;0;-;0;18;18;18.0
wifi_shard_5;2;0;-;0;18;18;18.0
wifi_shard_6;2;0;-;0;18;18;18.0
wifi_shard_7;2;0;-;0;18;18;18.0
wifi_shard_8;2;0;-;0;18;18;18.0
wifi_shard_9;2;0;-;0;18;18;18.0
wifi_shard_a;2;0;-;0;18;18;18.0
wifi_shard_b;2;0;-;0;18;18;18.0
wifi_shard_c;2;0;-;0;18;18;18.0
wifi_shard_d;2;0;-;0;18;18;18.0
wifi_shard_e;2;0;-;0;18;18;18.0
wifi_shard_f;2;0;-;0;18;18;18.0
