mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2015-04	1	68	251	68	0	251	0	0	0	0	0	0	0	251	0	0	251	0	251
1	2015-05	0	68	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2015-06	0	68	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2015-07	0	68	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2015-08	0	68	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2015-09	0	68	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2015-10	0	68	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2015-11	0	68	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2015-12	0	68	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2016-01	0	68	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2016-02	1	70	260	2	0	9	0	0	0	0	0	2	9	9	0	0	9	0	9
