trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1406735532		1406735532.sql	2014-07-30 15:52:12	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1
1	1406735720	1406735532.sql	1406735720.sql	2014-07-30 15:55:20	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1406737602	1406735720.sql	1406737602.sql	2014-07-30 16:26:42	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1406738592	1406737602.sql	1406738592.sql	2014-07-30 16:43:12	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1408007391	1406738592.sql	1408007391.sql	2014-08-14 09:09:51	14	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1491275368	1408007391.sql	1491275368.sql	2017-04-04 03:09:28	978	3	33	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1495556081	1491275368.sql	1495556081.sql	2017-05-23 16:14:41	1028	3	34	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1495556125	1495556081.sql	1495556125.sql	2017-05-23 16:15:25	1028	3	34	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1495628799	1495556125.sql	1495628799.sql	2017-05-24 12:26:39	1028	3	34	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1550437703	1495628799.sql	1550437703.sql	2019-02-17 21:08:23	1663	5	55	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
