mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2013-09	1	1	10	1	0	10	0	0	0	0	0	0	0	10	0	0	10	0	10
1	2013-10	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2013-11	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2013-12	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2014-01	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2014-02	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2014-03	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2014-04	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2014-05	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2014-06	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2014-07	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2014-08	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2014-09	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2014-10	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2014-11	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2014-12	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2015-01	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	2015-02	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2015-03	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	2015-04	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	2015-05	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	2015-06	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	2015-07	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	2015-08	3	1	9	1	1	9	9	0	1	0	1	0	-1	9	10	1	9	11	20
