trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1380118826		1380118826.sql	2013-09-25 14:20:26	0	0	0	0	6	0	74	6	0	74	0	0	0	0	0	0	0	74	0	0	74	0	74	1	0	1
1	1382596117	1380118826.sql	1382596117.sql	2013-10-24 06:28:37	28	1	1	6	6	74	74	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
2	1402685362	1382596117.sql	1402685362.sql	2014-06-13 18:49:22	261	1	9	6	7	74	82	1	0	6	0	3	1	45	0	1	8	9	1	45	9	46	55	1	0	1
3	1402767266	1402685362.sql	1402767266.sql	2014-06-14 17:34:26	262	1	9	7	8	82	84	1	0	3	0	0	1	0	0	1	2	3	1	0	3	1	4	0	1	1
4	1404509696	1402767266.sql	1404509696.sql	2014-07-04 21:34:56	282	1	10	8	9	84	91	1	0	7	0	0	0	0	0	1	7	7	0	0	7	0	7	0	1	1
5	1406492458	1404509696.sql	1406492458.sql	2014-07-27 20:20:58	305	1	11	9	10	91	94	1	0	2	0	1	0	0	0	1	3	3	0	0	3	0	3	0	1	1
6	1407853589	1406492458.sql	1407853589.sql	2014-08-12 14:26:29	321	1	11	10	10	94	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1417109997	1407853589.sql	1417109997.sql	2014-11-27 17:39:57	428	2	15	10	10	94	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1445287516	1417109997.sql	1445287516.sql	2015-10-19 20:45:16	754	3	25	10	10	94	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1450638959	1445287516.sql	1450638959.sql	2015-12-20 19:15:59	816	3	27	10	10	94	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	1451595479	1450638959.sql	1451595479.sql	2015-12-31 20:57:59	827	3	28	10	10	94	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	1455835361	1451595479.sql	1455835361.sql	2016-02-18 22:42:41	876	3	29	10	10	94	94	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	3	0	1	1
12	1466857484	1455835361.sql	1466857484.sql	2016-06-25 12:24:44	1003	3	33	10	10	94	102	0	0	0	0	8	0	0	0	0	8	8	0	0	8	0	8	0	1	1
13	1467042352	1466857484.sql	1467042352.sql	2016-06-27 15:45:52	1006	3	34	10	13	102	169	3	0	67	0	0	0	0	0	3	67	67	0	0	67	0	67	1	0	1
14	1467278332	1467042352.sql	1467278332.sql	2016-06-30 09:18:52	1008	3	34	13	13	169	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
