trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1382596117;1380118826.sql;1382596117.sql;6;6;74;74;0;0;1;1;0;0;0;0
2;1402685362;1382596117.sql;1402685362.sql;6;7;74;82;1;0;3;1;45;0;6;0
3;1402767266;1402685362.sql;1402767266.sql;7;8;82;84;1;0;0;1;0;0;3;0
4;1404509696;1402767266.sql;1404509696.sql;8;9;84;91;1;0;0;0;0;0;7;0
5;1406492458;1404509696.sql;1406492458.sql;9;10;91;94;1;0;1;0;0;0;2;0
6;1407853589;1406492458.sql;1407853589.sql;10;10;94;94;0;0;0;0;0;0;0;0
7;1417109997;1407853589.sql;1417109997.sql;10;10;94;94;0;0;0;0;0;0;0;0
8;1445287516;1417109997.sql;1445287516.sql;10;10;94;94;0;0;0;0;0;0;0;0
9;1450638959;1445287516.sql;1450638959.sql;10;10;94;94;0;0;0;0;0;0;0;0
10;1451595479;1450638959.sql;1451595479.sql;10;10;94;94;0;0;0;0;0;0;0;0
11;1455835361;1451595479.sql;1455835361.sql;10;10;94;94;0;0;0;0;3;0;0;0
12;1466857484;1455835361.sql;1466857484.sql;10;10;94;102;0;0;8;0;0;0;0;0
13;1467042352;1466857484.sql;1467042352.sql;10;13;102;169;3;0;0;0;0;0;67;0
14;1467278332;1467042352.sql;1467278332.sql;13;13;169;169;0;0;0;0;0;0;0;0
