;0;1;2;3;
wf_cc_order;0;0;0;2;
wf_hist_order;0;0;0;5;
wf_hist_task;0;0;0;4;
wf_hist_task_actor;0;0;0;2;
wf_order;0;0;0;6;
wf_process;0;0;0;1;
wf_surrogate;0;0;0;3;
wf_task;0;0;0;4;
wf_task_actor;0;0;0;2;
