;0;1;2;3;
wf_cc_order;3[0|0|0|0];5[2|0|0|0];6[1|0|0|0];6[0|0|2|0];
wf_hist_order;11[0|0|0|0];11[0|0|0|0];11[0|0|0|0];11[0|0|5|0];
wf_hist_task;14[0|0|0|0];14[0|0|0|0];14[0|0|0|0];14[0|0|4|0];
wf_hist_task_actor;2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|2|0];
wf_order;13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|6|0];
wf_process;10[0|0|0|0];10[0|0|0|0];10[0|0|0|0];10[0|0|1|0];
wf_surrogate;8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|3|0];
wf_task;14[0|0|0|0];14[0|0|0|0];14[0|0|0|0];14[0|0|4|0];
wf_task_actor;2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|2|0];
