mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2014-05	9	59	275	61	2	286	22	17	6	1	0	3	36	303	28	1	303	29	332
1	2014-06	1	59	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2014-07	1	59	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2014-08	1	59	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2014-09	0	59	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2014-10	0	59	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2014-11	0	59	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2014-12	2	59	276	0	0	0	0	2	1	0	0	0	1	2	1	0	2	1	3
8	2015-01	2	59	277	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
9	2015-02	0	59	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2015-03	0	59	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2015-04	1	59	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2015-05	0	59	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2015-06	4	59	278	0	0	0	0	8	7	6	0	0	1	8	7	6	8	13	21
14	2015-07	1	59	278	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
15	2015-08	1	59	280	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2
16	2015-09	0	59	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	2015-10	1	59	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
