trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1445010037		1445010037.sql	2015-10-16 15:40:37	0	0	0	0	17	0	71	17	0	71	0	0	0	0	0	0	0	71	0	0	71	0	71	1	0	1
1	1462119126	1445010037.sql	1462119126.sql	2016-05-01 16:12:06	198	1	7	17	27	71	113	10	0	36	0	6	0	4	0	10	42	42	0	4	42	4	46	1	0	1
2	1475489601	1462119126.sql	1475489601.sql	2016-10-03 10:13:21	352	1	12	27	27	113	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1489428390	1475489601.sql	1489428390.sql	2017-03-13 18:06:30	514	2	17	27	26	113	109	1	2	5	9	0	0	1	0	-1	-4	5	9	1	5	10	15	1	0	1
4	1499961829	1489428390.sql	1499961829.sql	2017-07-13 16:03:49	636	2	21	26	28	109	117	2	0	8	0	0	0	0	0	2	8	8	0	0	8	0	8	0	1	1
5	1501167955	1499961829.sql	1501167955.sql	2017-07-27 15:05:55	649	2	22	28	28	117	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1503564993	1501167955.sql	1503564993.sql	2017-08-24 08:56:33	677	2	23	28	24	117	102	5	9	19	41	15	8	2	0	-4	-15	34	49	2	34	51	85	1	0	1
7	1503918668	1503564993.sql	1503918668.sql	2017-08-28 11:11:08	681	2	23	24	24	102	102	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
8	1503929045	1503918668.sql	1503929045.sql	2017-08-28 14:04:05	681	2	23	24	24	102	102	0	0	0	0	3	3	0	0	0	0	3	3	0	3	3	6	0	1	1
9	1504019620	1503929045.sql	1504019620.sql	2017-08-29 15:13:40	682	2	23	24	24	102	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	1504114681	1504019620.sql	1504114681.sql	2017-08-30 17:38:01	684	2	23	24	24	102	103	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
11	1504531589	1504114681.sql	1504531589.sql	2017-09-04 13:26:29	688	2	23	24	24	103	105	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
12	1507199014	1504531589.sql	1507199014.sql	2017-10-05 10:23:34	719	2	24	24	24	105	106	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
13	1512491000	1507199014.sql	1512491000.sql	2017-12-05 16:23:20	781	3	26	24	24	106	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	1513092387	1512491000.sql	1513092387.sql	2017-12-12 15:26:27	787	3	26	24	24	106	106	0	0	0	0	1	1	1	0	0	0	1	1	1	1	2	3	0	1	1
15	1515672760	1513092387.sql	1515672760.sql	2018-01-11 12:12:40	817	3	27	24	24	106	106	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	0	1	1
16	1522860796	1515672760.sql	1522860796.sql	2018-04-04 16:53:16	901	3	30	24	23	106	110	2	3	4	7	8	1	0	0	-1	4	12	8	0	12	8	20	1	0	1
17	1523551009	1522860796.sql	1523551009.sql	2018-04-12 16:36:49	909	3	30	23	23	110	111	0	0	0	0	1	0	2	0	0	1	1	0	2	1	2	3	0	1	1
18	1524153737	1523551009.sql	1524153737.sql	2018-04-19 16:02:17	916	3	31	23	25	111	120	2	0	9	0	0	0	0	0	2	9	9	0	0	9	0	9	0	1	1
19	1525109010	1524153737.sql	1525109010.sql	2018-04-30 17:23:30	927	3	31	25	25	120	121	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
20	1525366541	1525109010.sql	1525366541.sql	2018-05-03 16:55:41	930	3	31	25	25	121	122	0	0	0	0	2	1	0	0	0	1	2	1	0	2	1	3	0	1	1
21	1525682556	1525366541.sql	1525682556.sql	2018-05-07 08:42:36	933	3	31	25	25	122	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	1527755184	1525682556.sql	1527755184.sql	2018-05-31 08:26:24	957	3	32	25	27	122	132	2	0	10	0	1	1	2	0	2	10	11	1	2	11	3	14	0	1	1
23	1532619472	1527755184.sql	1532619472.sql	2018-07-26 15:37:52	1013	3	34	27	27	132	137	0	0	0	0	5	0	1	0	0	5	5	0	1	5	1	6	0	1	1
24	1540205804	1532619472.sql	1540205804.sql	2018-10-22 10:56:44	1101	4	37	27	27	137	138	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	2	0	1	1
25	1553679827	1540205804.sql	1553679827.sql	2019-03-27 09:43:47	1257	4	42	27	28	138	143	2	1	6	2	5	4	0	0	1	5	11	6	0	11	6	17	1	0	1
