trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1447721870;1447713257.sql;1447721870.sql;4;4;56;57;0;0;1;0;0;0;0;0
2;1447779013;1447721870.sql;1447779013.sql;4;4;57;57;0;0;0;0;0;0;0;0
3;1448121932;1447779013.sql;1448121932.sql;4;4;57;57;0;0;0;0;4;0;0;0
4;1450205846;1448121932.sql;1450205846.sql;4;4;57;57;0;0;0;0;2;0;0;0
5;1450289207;1450205846.sql;1450289207.sql;4;4;57;58;0;0;1;0;0;0;0;0
6;1450817754;1450289207.sql;1450817754.sql;4;4;58;59;0;0;1;0;0;0;0;0
7;1450817944;1450817754.sql;1450817944.sql;4;4;59;59;0;0;0;0;0;0;0;0
8;1450880557;1450817944.sql;1450880557.sql;4;4;59;59;0;0;0;0;0;0;0;0
9;1451317245;1450880557.sql;1451317245.sql;4;4;59;59;0;0;0;0;0;0;0;0
10;1452519066;1451317245.sql;1452519066.sql;4;4;59;59;0;0;0;0;0;0;0;0
11;1462563850;1452519066.sql;1462563850.sql;4;4;59;60;0;0;1;0;0;0;0;0
12;1462568244;1462563850.sql;1462568244.sql;4;4;60;61;0;0;1;0;0;0;0;0
13;1474573913;1462568244.sql;1474573913.sql;4;4;61;62;0;0;1;0;0;0;0;0
14;1474928436;1474573913.sql;1474928436.sql;4;4;62;62;0;0;0;0;0;0;0;0
15;1476283058;1474928436.sql;1476283058.sql;4;4;62;62;0;0;0;0;0;0;0;0
16;1476308312;1476283058.sql;1476308312.sql;4;4;62;62;0;0;0;0;1;0;0;0
17;1476308426;1476308312.sql;1476308426.sql;4;4;62;64;0;0;2;0;0;0;0;0
18;1476617169;1476308426.sql;1476617169.sql;4;4;64;64;0;0;0;0;0;0;0;0
19;1477778699;1476617169.sql;1477778699.sql;4;4;64;64;0;0;0;0;0;3;0;0
20;1479401897;1477778699.sql;1479401897.sql;4;4;64;65;0;0;1;0;0;0;0;0
21;1480371613;1479401897.sql;1480371613.sql;4;4;65;66;0;0;1;0;0;0;0;0
22;1481053832;1480371613.sql;1481053832.sql;4;4;66;71;0;0;5;0;0;0;0;0
23;1486042379;1481053832.sql;1486042379.sql;4;4;71;72;0;0;1;0;0;0;0;0
24;1489513071;1486042379.sql;1489513071.sql;4;4;72;72;0;0;0;0;0;0;0;0
25;1490306413;1489513071.sql;1490306413.sql;4;4;72;72;0;0;0;0;0;0;0;0
26;1497203066;1490306413.sql;1497203066.sql;4;4;72;72;0;0;0;0;0;0;0;0
27;1502892504;1497203066.sql;1502892504.sql;4;4;72;72;0;0;0;0;0;0;0;0
28;1503062652;1502892504.sql;1503062652.sql;4;4;72;72;0;0;0;0;0;0;0;0
29;1503062880;1503062652.sql;1503062880.sql;4;4;72;72;0;0;0;0;0;0;0;0
30;1503603757;1503062880.sql;1503603757.sql;4;4;72;72;0;0;0;0;0;0;0;0
31;1520002046;1503603757.sql;1520002046.sql;4;4;72;73;0;0;1;0;0;0;0;0
32;1520518432;1520002046.sql;1520518432.sql;4;4;73;73;0;0;0;0;0;0;0;0
33;1521234840;1520518432.sql;1521234840.sql;4;4;73;74;0;0;1;0;0;0;0;0
34;1522608576;1521234840.sql;1522608576.sql;4;4;74;73;0;0;0;1;0;0;0;0
35;1524272232;1522608576.sql;1524272232.sql;4;4;73;73;0;0;0;0;0;0;0;0
36;1524504578;1524272232.sql;1524504578.sql;4;4;73;73;0;0;0;0;0;0;0;0
37;1524528621;1524504578.sql;1524528621.sql;4;4;73;73;0;0;0;0;0;0;0;0
38;1524580774;1524528621.sql;1524580774.sql;4;4;73;73;0;0;0;0;0;0;0;0
39;1525790471;1524580774.sql;1525790471.sql;4;4;73;75;0;0;2;0;0;0;0;0
40;1525791672;1525790471.sql;1525791672.sql;4;4;75;74;0;0;0;1;0;0;0;0
41;1525792434;1525791672.sql;1525792434.sql;4;4;74;75;0;0;1;0;0;0;0;0
42;1527886906;1525792434.sql;1527886906.sql;4;4;75;76;0;0;1;0;0;0;0;0
