trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1447713257		1447713257.sql	2015-11-16 22:34:17	0	0	0		4		56	4	0	56	0	0	0	0	0			56	0	0	56	0	56	
1	1447721870	1447713257.sql	1447721870.sql	2015-11-17 00:57:50	0	1	1	4	4	56	57	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
2	1447779013	1447721870.sql	1447779013.sql	2015-11-17 16:50:13	0	1	1	4	4	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1448121932	1447779013.sql	1448121932.sql	2015-11-21 16:05:32	4	1	1	4	4	57	57	0	0	0	0	0	0	4	0	0	0	0	0	4	0	4	4	
4	1450205846	1448121932.sql	1450205846.sql	2015-12-15 18:57:26	28	1	1	4	4	57	57	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	
5	1450289207	1450205846.sql	1450289207.sql	2015-12-16 18:06:47	29	1	1	4	4	57	58	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
6	1450817754	1450289207.sql	1450817754.sql	2015-12-22 20:55:54	35	1	2	4	4	58	59	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
7	1450817944	1450817754.sql	1450817944.sql	2015-12-22 20:59:04	35	1	2	4	4	59	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	1450880557	1450817944.sql	1450880557.sql	2015-12-23 14:22:37	36	1	2	4	4	59	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	1451317245	1450880557.sql	1451317245.sql	2015-12-28 15:40:45	41	1	2	4	4	59	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	1452519066	1451317245.sql	1452519066.sql	2016-01-11 13:31:06	55	1	2	4	4	59	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	1462563850	1452519066.sql	1462563850.sql	2016-05-06 19:44:10	171	1	6	4	4	59	60	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
12	1462568244	1462563850.sql	1462568244.sql	2016-05-06 20:57:24	171	1	6	4	4	60	61	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
13	1474573913	1462568244.sql	1474573913.sql	2016-09-22 19:51:53	310	1	11	4	4	61	62	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
14	1474928436	1474573913.sql	1474928436.sql	2016-09-26 22:20:36	314	1	11	4	4	62	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
