mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2014-08	1	4	43	4	0	43	0	0	0	0	0	0	0	43	0	0	43	0	43
1	2014-09	0	4	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2014-10	0	4	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2014-11	1	5	56	1	0	13	0	0	0	43	0	1	13	13	0	43	13	43	56
4	2014-12	0	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2015-01	0	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2015-02	0	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2015-03	0	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2015-04	0	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2015-05	1	5	66	0	0	0	0	10	0	51	0	0	10	10	0	51	10	51	61
