;0;1;2;3;4;5;6;7;8;
Channels;4;7;7;7;7;7;7;7;7;
Clients;2;2;2;2;2;2;2;2;2;
Messages;6;6;5;5;5;5;5;5;5;
ServerInfo;4;4;4;4;4;4;4;4;4;
StoreLock;0;0;0;0;0;2;2;2;2;
SubsPending;2;2;2;2;6;6;6;6;6;
Subscriptions;4;4;4;5;5;5;5;5;5;
