table;dur;birth;death;chngs;s@s;s@e;sAvg
Channels;9;0;-;3;4;7;6.6666665
Clients;9;0;-;0;2;2;2.0
Messages;9;0;-;1;6;5;5.2222223
ServerInfo;9;0;-;0;4;4;4.0
StoreLock;4;5;-;0;2;2;2.0
SubsPending;9;0;-;5;2;6;4.2222223
Subscriptions;9;0;-;1;4;5;4.6666665
