;0;1;2;3;4;5;6;7;8;
Channels;0;0;0;0;0;0;0;0;0;
Clients;0;0;0;0;0;0;0;0;0;
Messages;0;0;0;0;0;0;0;0;0;
ServerInfo;0;0;0;0;0;0;0;0;0;
StoreLock;-;-;-;-;-;0;0;0;0;
SubsPending;0;0;0;0;0;0;0;0;0;
Subscriptions;0;0;0;0;0;0;0;0;0;
