trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1370422027;1367505715.sql;1370422027.sql;12;12;105;104;12;12;0;0;0;0;104;105
2;1378129588;1370422027.sql;1378129588.sql;12;12;104;104;0;0;0;0;0;0;0;0
3;1378396361;1378129588.sql;1378396361.sql;12;12;104;104;0;0;0;0;0;0;0;0
4;1382648167;1378396361.sql;1382648167.sql;12;12;104;104;0;0;0;0;0;0;0;0
5;1383918408;1382648167.sql;1383918408.sql;12;13;104;118;1;0;0;0;0;0;14;0
6;1388177806;1383918408.sql;1388177806.sql;13;13;118;118;0;0;1;1;0;0;0;0
7;1388179430;1388177806.sql;1388179430.sql;13;13;118;118;2;2;0;0;0;0;10;10
8;1388680561;1388179430.sql;1388680561.sql;13;13;118;118;1;1;0;0;0;0;14;14
9;1389548702;1388680561.sql;1389548702.sql;13;13;118;119;0;0;1;0;0;0;0;0
10;1389963206;1389548702.sql;1389963206.sql;13;13;119;121;0;0;2;0;19;0;0;0
11;1391787147;1389963206.sql;1391787147.sql;13;13;121;121;0;0;0;0;17;0;0;0
12;1392326472;1391787147.sql;1392326472.sql;13;13;121;121;0;0;0;0;1;0;0;0
13;1392328685;1392326472.sql;1392328685.sql;13;13;121;121;0;0;0;0;0;0;0;0
14;1392331456;1392328685.sql;1392331456.sql;13;13;121;121;0;0;0;0;2;0;0;0
