trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1367505715		1367505715.sql	2013-05-02 14:41:55	0	0	0		12		105	12	0	105	0	0	0	0	0			105	0	0	105	0	105	
1	1370422027	1367505715.sql	1370422027.sql	2013-06-05 08:47:07	33	1	2	12	12	105	104	12	12	104	105	0	0	0	0	0	-1	104	105	0	104	105	209	
2	1378129588	1370422027.sql	1378129588.sql	2013-09-02 13:46:28	122	1	4	12	12	104	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1378396361	1378129588.sql	1378396361.sql	2013-09-05 15:52:41	126	1	5	12	12	104	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	1382648167	1378396361.sql	1382648167.sql	2013-10-24 20:56:07	175	1	6	12	12	104	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	1383918408	1382648167.sql	1383918408.sql	2013-11-08 13:46:48	189	1	7	12	13	104	118	1	0	14	0	0	0	0	0	1	14	14	0	0	14	0	14	
6	1388177806	1383918408.sql	1388177806.sql	2013-12-27 20:56:46	239	1	8	13	13	118	118	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	
7	1388179430	1388177806.sql	1388179430.sql	2013-12-27 21:23:50	239	1	8	13	13	118	118	2	2	10	10	0	0	0	0	0	0	10	10	0	10	10	20	
8	1388680561	1388179430.sql	1388680561.sql	2014-01-02 16:36:01	245	1	9	13	13	118	118	1	1	14	14	0	0	0	0	0	0	14	14	0	14	14	28	
9	1389548702	1388680561.sql	1389548702.sql	2014-01-12 17:45:02	255	1	9	13	13	118	119	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
10	1389963206	1389548702.sql	1389963206.sql	2014-01-17 12:53:26	259	1	9	13	13	119	121	0	0	0	0	2	0	19	0	0	2	2	0	19	2	19	21	
11	1391787147	1389963206.sql	1391787147.sql	2014-02-07 15:32:27	281	1	10	13	13	121	121	0	0	0	0	0	0	17	0	0	0	0	0	17	0	17	17	
12	1392326472	1391787147.sql	1392326472.sql	2014-02-13 21:21:12	287	1	10	13	13	121	121	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
13	1392328685	1392326472.sql	1392328685.sql	2014-02-13 21:58:05	287	1	10	13	13	121	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	1392331456	1392328685.sql	1392331456.sql	2014-02-13 22:44:16	287	1	10	13	13	121	121	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	
