trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1320497799		1320497799.sql	2011-11-05 12:56:39	0	0	0	0	20	0	107	20	0	107	0	0	0	0	0	0	0	107	0	0	107	0	107	1	0	1
1	1323164960	1320497799.sql	1323164960.sql	2011-12-06 09:49:20	30	1	2	20	20	107	106	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	0	1	1
2	1323439049	1323164960.sql	1323439049.sql	2011-12-09 13:57:29	34	1	2	20	20	106	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1331427859	1323439049.sql	1331427859.sql	2012-03-11 01:04:19	126	1	5	20	21	106	112	1	0	6	0	0	0	1	0	1	6	6	0	1	6	1	7	0	1	1
4	1343341883	1331427859.sql	1343341883.sql	2012-07-26 22:31:23	264	1	9	21	21	112	112	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
5	1343741080	1343341883.sql	1343741080.sql	2012-07-31 13:24:40	269	1	9	21	21	112	114	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
6	1343755566	1343741080.sql	1343755566.sql	2012-07-31 17:26:06	269	1	9	21	21	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1343756419	1343755566.sql	1343756419.sql	2012-07-31 17:40:19	269	1	9	21	21	114	112	0	0	0	0	0	2	0	0	0	-2	0	2	0	0	2	2	0	1	1
8	1349355153	1343756419.sql	1349355153.sql	2012-10-04 12:52:33	333	1	11	21	21	112	112	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
9	1364160005	1349355153.sql	1364160005.sql	2013-03-24 21:20:05	505	2	17	21	21	112	112	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
10	1372332508	1364160005.sql	1372332508.sql	2013-06-27 11:28:28	599	2	20	21	20	112	106	0	1	0	6	0	0	0	0	-1	-6	0	6	0	0	6	6	0	1	1
11	1394713937	1372332508.sql	1394713937.sql	2014-03-13 12:32:17	858	3	29	20	20	106	106	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
12	1395085338	1394713937.sql	1395085338.sql	2014-03-17 19:42:18	863	3	29	20	20	106	106	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
13	1396262973	1395085338.sql	1396262973.sql	2014-03-31 10:49:33	876	3	29	20	20	106	107	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
14	1402390326	1396262973.sql	1402390326.sql	2014-06-10 08:52:06	947	3	32	20	20	107	109	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
15	1405215495	1402390326.sql	1405215495.sql	2014-07-13 01:38:15	980	3	33	20	20	109	108	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	0	1	1
16	1415365159	1405215495.sql	1415365159.sql	2014-11-07 12:59:19	1098	4	37	20	20	108	110	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
17	1416995735	1415365159.sql	1416995735.sql	2014-11-26 09:55:35	1116	4	37	20	20	110	111	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
18	1417333219	1416995735.sql	1417333219.sql	2014-11-30 07:40:19	1120	4	37	20	20	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	1418639561	1417333219.sql	1418639561.sql	2014-12-15 10:32:41	1135	4	38	20	20	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	1461613363	1418639561.sql	1461613363.sql	2016-04-25 19:42:43	1633	5	54	20	20	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	1492789027	1461613363.sql	1492789027.sql	2017-04-21 15:37:07	1994	6	66	20	20	111	116	0	0	0	0	5	0	0	0	0	5	5	0	0	5	0	5	0	1	1
22	1497892961	1492789027.sql	1497892961.sql	2017-06-19 17:22:41	2053	6	68	20	20	116	118	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
23	1497989157	1497892961.sql	1497989157.sql	2017-06-20 20:05:57	2054	6	68	20	20	118	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
