;0;1;2;3;4;5;
statemachine_entities;4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];
statemachine_history;6[0|0|0|0];7[1|0|0|0];7[0|0|0|0];7[0|0|0|0];7[0|0|0|0];7[0|0|0|0];
statemachine_machines;3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];
statemachine_states;3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];
statemachine_transitions;7[0|0|0|0];7[0|0|0|0];7[0|0|0|0];8[1|0|0|0];8[0|0|0|0];8[0|0|0|0];
