;0;1;2;3;4;5;
statemachine_entities;4;4;4;4;4;4;
statemachine_history;6;7;7;7;7;7;
statemachine_machines;3;3;3;3;3;3;
statemachine_states;3;3;3;3;3;3;
statemachine_transitions;7;7;7;8;8;8;
