;0;1;2;3;4;5;
statemachine_entities;0;0;0;0;0;0;
statemachine_history;0;1;0;0;0;0;
statemachine_machines;0;0;0;0;0;0;
statemachine_states;0;0;0;0;0;0;
statemachine_transitions;0;0;0;1;0;0;
