table;dur;birth;death;chngs;s@s;s@e;sAvg
statemachine_entities;6;0;-;0;4;4;4.0
statemachine_history;6;0;-;1;6;7;6.8333335
statemachine_machines;6;0;-;0;3;3;3.0
statemachine_states;6;0;-;0;3;3;3.0
statemachine_transitions;6;0;-;1;7;8;7.5
