trID;oldVer;newVer;Table;EventType;attrName;attrType;iskey;pkey;fkey
1;1413146451.sql;1430515945.sql;statemachine_history;Insertion:UpdateTable;exception;TINYINT;false;0;-
2;1430515945.sql;1430607950.sql;-;-;-;-;-;-;-
3;1430607950.sql;1430840738.sql;statemachine_transitions;Insertion:UpdateTable;event;VARCHAR(255);false;0;-
4;1430840738.sql;1432680883.sql;-;-;-;-;-;-;-
5;1432680883.sql;1465544293.sql;-;-;-;-;-;-;-
