Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
airports	8	0	-	7	2015-04-05 00:58:11	2015-04-08 04:48:20	0	1	3	3	3	3	1	0	0	0	0		20	0	20
flights	8	0	-	7	2015-04-05 00:58:11	2015-04-08 04:48:20	0	1	3	6	7	6.12	1.17	1	1	0.12	0.12	1	20	1	21
