trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1452123409;1451775583.sql;1452123409.sql;11;12;51;55;1;0;0;0;1;0;4;0
2;1452193346;1452123409.sql;1452193346.sql;12;12;55;55;0;0;0;0;1;0;0;0
3;1452198349;1452193346.sql;1452198349.sql;12;12;55;55;0;0;0;0;0;0;0;0
4;1452203787;1452198349.sql;1452203787.sql;12;12;55;55;0;0;0;0;1;0;0;0
5;1455403303;1452203787.sql;1455403303.sql;12;12;55;55;0;0;1;1;0;0;0;0
6;1507566667;1455403303.sql;1507566667.sql;12;12;55;55;12;12;0;0;0;0;55;55
7;1507569225;1507566667.sql;1507569225.sql;12;12;55;55;0;0;0;0;0;0;0;0
8;1507631299;1507569225.sql;1507631299.sql;12;12;55;55;0;0;0;0;0;0;0;0
9;1507724447;1507631299.sql;1507724447.sql;12;12;55;55;0;0;0;0;0;0;0;0
10;1520238757;1507724447.sql;1520238757.sql;12;12;55;55;12;12;0;0;0;0;55;55
11;1520242320;1520238757.sql;1520242320.sql;12;12;55;55;0;0;0;0;1;0;0;0
12;1520242669;1520242320.sql;1520242669.sql;12;12;55;55;0;0;0;0;1;0;0;0
13;1534358217;1520242669.sql;1534358217.sql;12;12;55;55;0;0;0;0;17;0;0;0
14;1542920876;1534358217.sql;1542920876.sql;12;12;55;55;12;12;0;0;0;0;55;55
