trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1449005000;1448966304.sql;1449005000.sql;1;1;4;4;0;0;0;0;0;0;0;0
2;1474299816;1449005000.sql;1474299816.sql;1;1;4;4;0;0;0;0;0;0;0;0
3;1492458366;1474299816.sql;1492458366.sql;1;1;4;4;0;0;0;0;0;0;0;0
