trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1390053019;1389693551.sql;1390053019.sql;1;2;3;10;1;0;0;0;0;0;7;0
2;1390162770;1390053019.sql;1390162770.sql;2;2;10;13;0;0;3;0;1;0;0;0
3;1390233177;1390162770.sql;1390233177.sql;2;2;13;13;0;0;0;0;2;0;0;0
4;1391621748;1390233177.sql;1391621748.sql;2;2;13;13;0;0;0;0;0;0;0;0
5;1394838950;1391621748.sql;1394838950.sql;2;3;13;16;1;0;0;0;0;0;3;0
6;1395078147;1394838950.sql;1395078147.sql;3;3;16;17;0;0;1;0;0;0;0;0
7;1395098071;1395078147.sql;1395098071.sql;3;4;17;19;1;0;1;1;0;0;2;0
8;1395098613;1395098071.sql;1395098613.sql;4;4;19;19;1;1;0;0;0;0;2;2
9;1395098735;1395098613.sql;1395098735.sql;4;4;19;19;0;0;0;0;1;0;0;0
10;1395269821;1395098735.sql;1395269821.sql;4;5;19;23;1;0;0;0;0;0;4;0
11;1395352799;1395269821.sql;1395352799.sql;5;5;23;24;0;0;1;0;0;0;0;0
12;1395494147;1395352799.sql;1395494147.sql;5;5;24;24;0;0;0;0;0;0;0;0
13;1395700190;1395494147.sql;1395700190.sql;5;5;24;24;0;0;0;0;0;0;0;0
14;1395703654;1395700190.sql;1395703654.sql;5;5;24;26;1;1;0;0;10;3;12;10
15;1396470262;1395703654.sql;1396470262.sql;5;5;26;25;0;0;1;2;0;0;0;0
16;1407106487;1396470262.sql;1407106487.sql;5;5;25;25;0;0;0;0;0;0;0;0
17;1460568221;1407106487.sql;1460568221.sql;5;5;25;25;0;0;0;0;0;0;0;0
