trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1389693551		1389693551.sql	2014-01-14 09:59:11	0	0	0		1		3	1	0	3	0	0	0	0	0			3	0	0	3	0	3	
1	1390053019	1389693551.sql	1390053019.sql	2014-01-18 13:50:19	4	1	1	1	2	3	10	1	0	7	0	0	0	0	0	1	7	7	0	0	7	0	7	
2	1390162770	1390053019.sql	1390162770.sql	2014-01-19 20:19:30	5	1	1	2	2	10	13	0	0	0	0	3	0	1	0	0	3	3	0	1	3	1	4	
3	1390233177	1390162770.sql	1390233177.sql	2014-01-20 15:52:57	6	1	1	2	2	13	13	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	
4	1391621748	1390233177.sql	1391621748.sql	2014-02-05 17:35:48	22	1	1	2	2	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	1394838950	1391621748.sql	1394838950.sql	2014-03-14 23:15:50	59	1	3	2	3	13	16	1	0	3	0	0	0	0	0	1	3	3	0	0	3	0	3	
6	1395078147	1394838950.sql	1395078147.sql	2014-03-17 17:42:27	62	1	3	3	3	16	17	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
7	1395098071	1395078147.sql	1395098071.sql	2014-03-17 23:14:31	62	1	3	3	4	17	19	1	0	2	0	1	1	0	0	1	2	3	1	0	3	1	4	
8	1395098613	1395098071.sql	1395098613.sql	2014-03-17 23:23:33	62	1	3	4	4	19	19	1	1	2	2	0	0	0	0	0	0	2	2	0	2	2	4	
9	1395098735	1395098613.sql	1395098735.sql	2014-03-17 23:25:35	62	1	3	4	4	19	19	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
10	1395269821	1395098735.sql	1395269821.sql	2014-03-19 22:57:01	64	1	3	4	5	19	23	1	0	4	0	0	0	0	0	1	4	4	0	0	4	0	4	
11	1395352799	1395269821.sql	1395352799.sql	2014-03-20 21:59:59	65	1	3	5	5	23	24	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
12	1395494147	1395352799.sql	1395494147.sql	2014-03-22 13:15:47	67	1	3	5	5	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	1395700190	1395494147.sql	1395700190.sql	2014-03-24 22:29:50	69	1	3	5	5	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	1395703654	1395700190.sql	1395703654.sql	2014-03-24 23:27:34	69	1	3	5	5	24	26	1	1	12	10	0	0	10	3	0	2	12	10	13	12	23	35	
15	1396470262	1395703654.sql	1396470262.sql	2014-04-02 20:24:22	78	1	3	5	5	26	25	0	0	0	0	1	2	0	0	0	-1	1	2	0	1	2	3	
16	1407106487	1396470262.sql	1407106487.sql	2014-08-03 22:54:47	201	1	7	5	5	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17	1460568221	1407106487.sql	1460568221.sql	2016-04-13 17:23:41	820	3	27	5	5	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
