mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2015-07	1	12	79	12	0	79	0	0	0	0	0	0	0	79	0	0	79	0	79
1	2015-08	1	9	64	0	3	0	15	0	0	0	0	-3	-15	0	15	0	0	15	15
2	2015-09	0	9	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2015-10	0	9	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2015-11	1	9	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2015-12	0	9	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2016-01	0	9	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2016-02	6	12	80	3	0	15	0	1	0	0	0	3	16	16	0	0	16	0	16
8	2016-03	0	12	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2016-04	6	12	83	0	0	0	0	4	1	0	0	0	3	4	1	0	4	1	5
10	2016-05	2	12	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2016-06	0	12	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2016-07	3	12	85	0	0	0	0	2	0	2	0	0	2	2	0	2	2	2	4
13	2016-08	4	12	86	0	0	0	0	4	3	0	0	0	1	4	3	0	4	3	7
14	2016-09	0	12	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2016-10	0	12	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2016-11	0	12	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	2016-12	0	12	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2017-01	0	12	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	2017-02	2	12	88	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2
20	2017-03	0	12	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	2017-04	1	12	90	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2
22	2017-05	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	2017-06	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	2017-07	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	2017-08	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	2017-09	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	2017-10	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	2017-11	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	2017-12	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	2018-01	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	2018-02	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	2018-03	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	2018-04	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	2018-05	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	2018-06	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	2018-07	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	2018-08	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	2018-09	0	12	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	2018-10	1	13	93	1	0	3	0	0	0	0	0	1	3	3	0	0	3	0	3
40	2018-11	3	12	90	0	1	0	3	0	0	0	0	-1	-3	0	3	0	0	3	3
