trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1412833198;1412817543.sql;1412833198.sql;10;10;81;80;1;1;0;0;0;0;5;6
2;1412833471;1412833198.sql;1412833471.sql;10;10;80;81;0;0;1;0;0;0;0;0
3;1413356860;1412833471.sql;1413356860.sql;10;11;81;87;1;0;0;0;0;0;6;0
4;1413358019;1413356860.sql;1413358019.sql;11;11;87;88;0;0;1;0;0;0;0;0
5;1413361223;1413358019.sql;1413361223.sql;11;10;88;81;0;1;0;0;0;0;0;7
6;1413361620;1413361223.sql;1413361620.sql;10;11;81;88;1;0;0;0;0;0;7;0
7;1413361719;1413361620.sql;1413361719.sql;11;11;88;88;0;0;0;0;2;0;0;0
8;1413361916;1413361719.sql;1413361916.sql;11;11;88;88;0;0;0;0;0;0;0;0
9;1413364652;1413361916.sql;1413364652.sql;11;11;88;89;0;0;1;0;0;0;0;0
10;1414056168;1413364652.sql;1414056168.sql;11;12;89;97;1;0;0;0;0;0;8;0
11;1414373906;1414056168.sql;1414373906.sql;12;13;97;103;1;0;0;0;0;0;6;0
12;1415002219;1414373906.sql;1415002219.sql;13;14;103;108;1;0;0;0;0;0;5;0
13;1415159718;1415002219.sql;1415159718.sql;14;14;108;111;0;0;3;0;0;0;0;0
14;1415777768;1415159718.sql;1415777768.sql;14;16;111;130;2;0;0;0;0;0;19;0
15;1415842835;1415777768.sql;1415842835.sql;16;16;130;130;0;0;1;1;0;0;0;0
16;1416216139;1415842835.sql;1416216139.sql;16;17;130;141;1;0;0;0;0;0;11;0
17;1416280571;1416216139.sql;1416280571.sql;17;16;141;131;0;1;1;0;0;0;0;11
18;1416303955;1416280571.sql;1416303955.sql;16;16;131;133;0;0;3;1;0;0;0;0
19;1416971884;1416303955.sql;1416971884.sql;16;17;133;141;1;0;0;0;0;0;8;0
20;1417051148;1416971884.sql;1417051148.sql;17;22;141;176;5;0;2;1;1;0;34;0
21;1418028300;1417051148.sql;1418028300.sql;22;22;176;176;0;0;0;0;0;0;0;0
22;1418116096;1418028300.sql;1418116096.sql;22;22;176;176;0;0;1;1;0;0;0;0
23;1418282867;1418116096.sql;1418282867.sql;22;23;176;184;2;1;0;0;0;0;16;8
