mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2008-11	1	10	48	10	0	48	0	0	0	0	0	0	0	48	0	0	48	0	48
1	2008-12	7	10	50	8	8	38	38	2	0	0	0	0	2	40	38	0	40	38	78
2	2009-01	4	11	58	1	0	6	0	2	0	3	0	1	8	8	0	3	8	3	11
3	2009-02	3	11	67	1	1	3	3	14	5	0	0	0	9	17	8	0	17	8	25
4	2009-03	0	11	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2009-04	0	11	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2009-05	2	10	56	1	2	3	15	3	2	0	0	-1	-11	6	17	0	6	17	23
7	2009-06	3	10	59	0	0	0	0	5	2	8	0	0	3	5	2	8	5	10	15
8	2009-07	0	10	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2009-08	0	10	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2009-09	1	10	60	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
11	2009-10	2	10	60	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2
12	2009-11	0	10	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2009-12	1	10	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2010-01	1	9	60	0	1	0	3	5	2	2	0	-1	0	5	5	2	5	7	12
15	2010-02	1	9	61	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
16	2010-03	1	9	61	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
17	2010-04	1	9	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2010-05	0	9	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	2010-06	0	9	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	2010-07	3	8	58	0	1	0	3	0	0	29	0	-1	-3	0	3	29	0	32	32
21	2010-08	0	8	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	2010-09	0	8	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	2010-10	0	8	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	2010-11	0	8	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	2010-12	0	8	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	2011-01	0	8	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	2011-02	0	8	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	2011-03	0	8	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	2011-04	0	8	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	2011-05	0	8	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	2011-06	0	8	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	2011-07	2	7	52	0	1	0	6	0	0	8	0	-1	-6	0	6	8	0	14	14
33	2011-08	1	7	52	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2
34	2011-09	2	5	36	5	7	36	52	0	0	0	0	-2	-16	36	52	0	36	52	88
35	2011-10	0	5	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	2011-11	0	5	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	2011-12	0	5	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	2012-01	4	4	31	0	1	0	5	0	0	3	0	-1	-5	0	5	3	0	8	8
39	2012-02	0	4	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	2012-03	0	4	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	2012-04	0	4	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	2012-05	0	4	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	2012-06	0	4	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	2012-07	1	1	8	0	3	0	23	0	0	0	0	-3	-23	0	23	0	0	23	23
45	2012-08	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	2012-09	2	1	8	1	1	8	8	0	0	0	0	0	0	8	8	0	8	8	16
47	2012-10	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	2012-11	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	2012-12	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	2013-01	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	2013-02	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	2013-03	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	2013-04	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	2013-05	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
