;0;1;2;3;
tx_tevlabel_domain_model_label;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;9[0|0|0|0];
tx_tevlabel_labels;10[0|0|0|0];10[0|0|0|0];9[0|1|0|1];0|-|-|-|-;
