table;dur;birth;death;chngs;s@s;s@e;sAvg
finder_filters;3;0;-;0;14;14;14.0
finder_links;3;0;-;1;19;19;19.0
finder_links_terms0;3;0;-;0;3;3;3.0
finder_links_terms1;3;0;-;0;3;3;3.0
finder_links_terms2;3;0;-;0;3;3;3.0
finder_links_terms3;3;0;-;0;3;3;3.0
finder_links_terms4;3;0;-;0;3;3;3.0
finder_links_terms5;3;0;-;0;3;3;3.0
finder_links_terms6;3;0;-;0;3;3;3.0
finder_links_terms7;3;0;-;0;3;3;3.0
finder_links_terms8;3;0;-;0;3;3;3.0
finder_links_terms9;3;0;-;0;3;3;3.0
finder_links_termsa;3;0;-;0;3;3;3.0
finder_links_termsb;3;0;-;0;3;3;3.0
finder_links_termsc;3;0;-;0;3;3;3.0
finder_links_termsd;3;0;-;0;3;3;3.0
finder_links_termse;3;0;-;0;3;3;3.0
finder_links_termsf;3;0;-;0;3;3;3.0
finder_taxonomy;3;0;-;0;6;6;6.0
finder_taxonomy_map;3;0;-;0;2;2;2.0
finder_terms;3;0;-;2;8;9;8.666667
finder_terms_common;3;0;-;0;2;2;2.0
finder_tokens;3;0;-;1;6;7;6.6666665
finder_tokens_aggregate;3;0;-;1;10;11;10.666667
finder_types;3;0;-;0;3;3;3.0
