Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
versions	3	0	-	2	2017-03-20 04:39:53	2018-02-22 16:53:40	0	1	339	9	11	9.67	1.22	2	1	0.67	0.33	2	20	1	21
widgets	3	0	-	2	2017-03-20 04:39:53	2018-02-22 16:53:40	0	1	339	2	2	2	1	0	0	0	0		20	0	20
