trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1422289899;1422288945.sql;1422289899.sql;18;18;71;71;0;0;2;2;0;0;0;0
2;1422302402;1422289899.sql;1422302402.sql;18;18;71;71;0;0;2;2;0;0;0;0
