;0;1;2;
access_location;3;3;3;
access_rack;3;3;3;
connection;7;7;7;
connection_type;2;2;2;
connection_type_lang;3;3;3;
dbversion;1;1;1;
device;5;5;5;
device_port;4;4;4;
device_type;2;2;2;
device_type_lang;3;3;3;
group;2;2;2;
language;3;3;3;
ldap;8;8;8;
location;3;3;3;
rack;4;4;4;
session;7;7;7;
user;8;8;8;
user_group;3;3;3;
