trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1438292162		1438292162.sql	2015-07-30 21:36:02	0	0	0	0	12	0	79	12	0	79	0	0	0	0	0	0	0	79	0	0	79	0	79	1	0	1
1	1440539692	1438292162.sql	1440539692.sql	2015-08-25 21:54:52	26	1	1	12	9	79	64	0	3	0	15	0	0	0	0	-3	-15	0	15	0	0	15	15	1	0	1
2	1447681495	1440539692.sql	1447681495.sql	2015-11-16 13:44:55	108	1	4	9	9	64	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1454526174	1447681495.sql	1454526174.sql	2016-02-03 19:02:54	187	1	7	9	12	64	79	3	0	15	0	0	0	0	0	3	15	15	0	0	15	0	15	1	0	1
4	1454530105	1454526174.sql	1454530105.sql	2016-02-03 20:08:25	187	1	7	12	12	79	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1454531961	1454530105.sql	1454531961.sql	2016-02-03 20:39:21	187	1	7	12	12	79	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1455299264	1454531961.sql	1455299264.sql	2016-02-12 17:47:44	196	1	7	12	12	79	80	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
7	1455566042	1455299264.sql	1455566042.sql	2016-02-15 19:54:02	199	1	7	12	12	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1455644300	1455566042.sql	1455644300.sql	2016-02-16 17:38:20	200	1	7	12	12	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1460147630	1455644300.sql	1460147630.sql	2016-04-08 20:33:50	252	1	9	12	12	80	81	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
10	1460652272	1460147630.sql	1460652272.sql	2016-04-14 16:44:32	258	1	9	12	12	81	82	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
11	1460735677	1460652272.sql	1460735677.sql	2016-04-15 15:54:37	259	1	9	12	12	82	83	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
12	1461186980	1460735677.sql	1461186980.sql	2016-04-20 21:16:20	264	1	9	12	12	83	83	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
13	1461607140	1461186980.sql	1461607140.sql	2016-04-25 17:59:00	269	1	9	12	12	83	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	1461609980	1461607140.sql	1461609980.sql	2016-04-25 18:46:20	269	1	9	12	12	83	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	1464292775	1461609980.sql	1464292775.sql	2016-05-26 19:59:35	300	1	10	12	12	83	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	1464293791	1464292775.sql	1464293791.sql	2016-05-26 20:16:31	300	1	10	12	12	83	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	1467922412	1464293791.sql	1467922412.sql	2016-07-07 20:13:32	342	1	12	12	12	83	84	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	2	0	1	1
18	1468332101	1467922412.sql	1468332101.sql	2016-07-12 14:01:41	347	1	12	12	12	84	85	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	2	0	1	1
19	1468333660	1468332101.sql	1468333660.sql	2016-07-12 14:27:40	347	1	12	12	12	85	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	1470933563	1468333660.sql	1470933563.sql	2016-08-11 16:39:23	377	2	13	12	12	85	86	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
21	1471223551	1470933563.sql	1471223551.sql	2016-08-15 01:12:31	381	2	13	12	12	86	86	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
22	1471291200	1471223551.sql	1471291200.sql	2016-08-15 20:00:00	381	2	13	12	12	86	86	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
23	1471299067	1471291200.sql	1471299067.sql	2016-08-15 22:11:07	382	2	13	12	12	86	86	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
24	1486060274	1471299067.sql	1486060274.sql	2017-02-02 18:31:14	552	2	19	12	12	86	87	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
25	1486504206	1486060274.sql	1486504206.sql	2017-02-07 21:50:06	558	2	19	12	12	87	88	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
26	1491859104	1486504206.sql	1491859104.sql	2017-04-10 21:18:24	619	2	21	12	12	88	90	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
27	1540846577	1491859104.sql	1540846577.sql	2018-10-29 20:56:17	1186	4	39	12	13	90	93	1	0	3	0	0	0	0	0	1	3	3	0	0	3	0	3	0	1	1
28	1541782321	1540846577.sql	1541782321.sql	2018-11-09 16:52:01	1197	4	40	13	13	93	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	1542139189	1541782321.sql	1542139189.sql	2018-11-13 19:59:49	1201	4	40	13	12	93	90	0	1	0	3	0	0	0	0	-1	-3	0	3	0	0	3	3	0	1	1
30	1542740187	1542139189.sql	1542740187.sql	2018-11-20 18:56:27	1208	4	40	12	12	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
