trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1440539692;1438292162.sql;1440539692.sql;12;9;79;64;0;3;0;0;0;0;0;15
2;1447681495;1440539692.sql;1447681495.sql;9;9;64;64;0;0;0;0;0;0;0;0
3;1454526174;1447681495.sql;1454526174.sql;9;12;64;79;3;0;0;0;0;0;15;0
4;1454530105;1454526174.sql;1454530105.sql;12;12;79;79;0;0;0;0;0;0;0;0
5;1454531961;1454530105.sql;1454531961.sql;12;12;79;79;0;0;0;0;0;0;0;0
6;1455299264;1454531961.sql;1455299264.sql;12;12;79;80;0;0;1;0;0;0;0;0
7;1455566042;1455299264.sql;1455566042.sql;12;12;80;80;0;0;0;0;0;0;0;0
8;1455644300;1455566042.sql;1455644300.sql;12;12;80;80;0;0;0;0;0;0;0;0
9;1460147630;1455644300.sql;1460147630.sql;12;12;80;81;0;0;1;0;0;0;0;0
10;1460652272;1460147630.sql;1460652272.sql;12;12;81;82;0;0;1;0;0;0;0;0
11;1460735677;1460652272.sql;1460735677.sql;12;12;82;83;0;0;1;0;0;0;0;0
12;1461186980;1460735677.sql;1461186980.sql;12;12;83;83;0;0;1;1;0;0;0;0
13;1461607140;1461186980.sql;1461607140.sql;12;12;83;83;0;0;0;0;0;0;0;0
14;1461609980;1461607140.sql;1461609980.sql;12;12;83;83;0;0;0;0;0;0;0;0
15;1464292775;1461609980.sql;1464292775.sql;12;12;83;83;0;0;0;0;0;0;0;0
16;1464293791;1464292775.sql;1464293791.sql;12;12;83;83;0;0;0;0;0;0;0;0
17;1467922412;1464293791.sql;1467922412.sql;12;12;83;84;0;0;1;0;1;0;0;0
18;1468332101;1467922412.sql;1468332101.sql;12;12;84;85;0;0;1;0;1;0;0;0
19;1468333660;1468332101.sql;1468333660.sql;12;12;85;85;0;0;0;0;0;0;0;0
20;1470933563;1468333660.sql;1470933563.sql;12;12;85;86;0;0;1;0;0;0;0;0
21;1471223551;1470933563.sql;1471223551.sql;12;12;86;86;0;0;1;1;0;0;0;0
22;1471291200;1471223551.sql;1471291200.sql;12;12;86;86;0;0;1;1;0;0;0;0
23;1471299067;1471291200.sql;1471299067.sql;12;12;86;86;0;0;1;1;0;0;0;0
24;1486060274;1471299067.sql;1486060274.sql;12;12;86;87;0;0;1;0;0;0;0;0
25;1486504206;1486060274.sql;1486504206.sql;12;12;87;88;0;0;1;0;0;0;0;0
26;1491859104;1486504206.sql;1491859104.sql;12;12;88;90;0;0;2;0;0;0;0;0
27;1540846577;1491859104.sql;1540846577.sql;12;13;90;93;1;0;0;0;0;0;3;0
28;1541782321;1540846577.sql;1541782321.sql;13;13;93;93;0;0;0;0;0;0;0;0
29;1542139189;1541782321.sql;1542139189.sql;13;12;93;90;0;1;0;0;0;0;0;3
30;1542740187;1542139189.sql;1542740187.sql;12;12;90;90;0;0;0;0;0;0;0;0
