mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2017-09	2	8	82	8	0	79	0	3	0	0	0	0	3	82	0	0	82	0	82
1	2017-10	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2017-11	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2017-12	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2018-01	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2018-02	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2018-03	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2018-04	1	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2018-05	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2018-06	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2018-07	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2018-08	1	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2018-09	1	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2018-10	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2018-11	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2018-12	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2019-01	1	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	2019-02	0	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2019-03	2	8	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	2019-04	5	9	89	1	0	7	0	0	0	0	0	1	7	7	0	0	7	0	7
