trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1504795558		1504795558.sql	2017-09-07 14:45:58	0	0	0	0	5	0	23	5	0	23	0	0	0	0	0	0	0	23	0	0	23	0	23	1	0	1
1	1532697838	1504795558.sql	1532697838.sql	2018-07-27 13:23:58	322	1	11	5	5	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
