;0;1;
ar_internal_metadata;3[0|0|0|0];3[0|0|0|0];
cities;4[0|0|0|0];4[0|0|0|0];
managers;5[0|0|0|0];5[0|0|0|0];
offices;10[0|0|0|0];10[0|0|0|0];
schema_migrations;1[0|0|0|0];1[0|0|0|0];
