mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity	Reeds	ReedRatioAComm	ReedRatioTComm	ActivityDueToReeds	Turfs	TurfRatioAComm	TurfRatioTComm	ActivityDueToTurfs	ActiveCommits	ActiveCommitRatio
0	2015-05	2	51	430	102	51	860	430	0	0	0	0	0	0	860	430	0	860	430	1290	2	1.0	1.0	1290	0	0.0	0.0	0	2	1.0
1	2015-06	1	26	309	0	25	0	121	0	0	0	0	-25	-121	0	121	0	0	121	121	1	1.0	1.0	121	0	0.0	0.0	0	1	1.0
2	2015-07	10	17	149	9	18	49	209	0	0	0	0	-9	-160	49	209	0	49	209	258	4	0.43999999999999995	0.4	206	5	0.56	0.5	52	9	0.9
3	2015-08	0	17	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
4	2015-09	0	17	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
5	2015-10	0	17	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
6	2015-11	1	17	149	1	1	4	4	0	0	0	0	0	0	4	4	0	4	4	8	0	0.0	0.0	0	1	1.0	1.0	8	1	1.0
7	2015-12	0	17	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
8	2016-01	0	17	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
9	2016-02	0	17	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
10	2016-03	1	18	152	1	0	3	0	0	0	0	0	1	3	3	0	0	3	0	3	0	0.0	0.0	0	1	1.0	1.0	3	1	1.0
11	2016-04	0	18	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
12	2016-05	0	18	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
13	2016-06	0	18	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
14	2016-07	0	18	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
15	2016-08	0	18	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
16	2016-09	0	18	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
17	2016-10	0	18	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
18	2016-11	0	18	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
19	2016-12	0	18	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
20	2017-01	1	17	151	0	1	0	3	3	1	6	0	-1	-1	3	4	6	3	10	13	0	0.0	0.0	0	1	1.0	1.0	13	1	1.0
21	2017-02	1	17	152	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0.0	0.0	0	1	1.0	1.0	1	1	1.0
22	2017-03	0	17	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
23	2017-04	1	18	155	1	0	3	0	0	0	0	0	1	3	3	0	0	3	0	3	0	0.0	0.0	0	1	1.0	1.0	3	1	1.0
