table;dur;birth;death;chngs;s@s;s@e;sAvg
page;7;0;-;0;14;14;14.0
page_content;7;0;-;0;5;5;5.0
page_content_t;7;0;-;0;6;6;6.0
page_controller;7;0;-;0;2;2;2.0
page_controller_t;7;0;-;0;3;3;3.0
page_controller_t_content_items;7;0;-;0;2;2;2.0
page_link;6;1;-;0;5;5;5.0
page_t;7;0;-;0;7;7;7.0
