table;dur;birth;death;chngs;s@s;s@e;sAvg
bb_ads;116;0;115;0;7;7;7.0
bb_attach_quota;126;0;-;0;4;4;4.0
bb_attachments;126;0;-;0;3;3;3.0
bb_attachments_config;126;0;-;0;2;2;2.0
bb_attachments_desc;126;0;-;0;11;11;11.0
bb_auth_access;126;0;-;0;3;3;3.0
bb_auth_access_snap;126;0;-;0;3;3;3.0
bb_banlist;126;0;-;1;4;4;4.0
bb_bt_dlstatus;57;69;-;0;4;4;4.0
bb_bt_dlstatus_main;69;0;68;0;4;4;4.0
bb_bt_dlstatus_mrg;69;0;68;0;4;4;4.0
bb_bt_dlstatus_new;69;0;68;0;4;4;4.0
bb_bt_dlstatus_snap;126;0;-;0;3;3;3.0
bb_bt_last_torstat;126;0;-;0;9;9;9.0
bb_bt_last_userstat;126;0;-;0;7;7;7.0
bb_bt_tor_dl_stat;122;4;-;0;6;6;6.0
bb_bt_torhelp;126;0;-;0;2;2;2.0
bb_bt_torrents;126;0;-;2;15;17;16.936508
bb_bt_torrents_del;57;4;60;0;4;4;4.0
bb_bt_torstat;126;0;-;0;4;4;4.0
bb_bt_tracker;126;0;-;12;23;22;24.039682
bb_bt_tracker_snap;126;0;-;0;5;5;5.0
bb_bt_user_settings;126;0;-;0;3;3;3.0
bb_bt_users;126;0;-;12;7;17;13.5079365
bb_captcha;109;0;108;0;3;3;3.0
bb_categories;126;0;-;0;3;3;3.0
bb_config;126;0;-;0;2;2;2.0
bb_countries;4;0;3;0;4;4;4.0
bb_cron;126;0;-;0;16;16;16.0
bb_datastore;22;0;21;0;2;2;2.0
bb_disallow;126;0;-;0;2;2;2.0
bb_extension_groups;126;0;-;0;8;8;8.0
bb_extensions;126;0;-;0;4;4;4.0
bb_forums;126;0;-;4;30;30;30.34127
bb_groups;126;0;-;20;6;11;7.8492064
bb_log;126;0;-;5;13;11;12.865079
bb_poll_users;55;71;-;1;4;4;4.0
bb_poll_votes;55;71;-;0;4;4;4.0
bb_posts;126;0;-;26;15;16;15.126985
bb_posts_html;126;0;-;0;3;3;3.0
bb_posts_search;126;0;-;0;2;2;2.0
bb_posts_text;126;0;-;2;4;2;2.142857
bb_privmsgs;126;0;-;7;11;7;8.769841
bb_privmsgs_text;126;0;-;1;3;2;2.0317461
bb_quota_limits;126;0;-;0;3;3;3.0
bb_ranks;126;0;-;3;5;4;5.7936506
bb_reports;97;0;96;0;11;11;11.0
bb_reports_changes;97;0;96;0;6;6;6.0
bb_reports_modules;97;0;96;0;10;10;10.0
bb_reports_reasons;97;0;96;0;4;4;4.0
bb_search_rebuild;126;0;-;0;11;11;11.0
bb_search_results;126;0;-;2;7;7;7.0
bb_sessions;126;0;-;3;8;8;8.0
bb_smilies;126;0;-;0;4;4;4.0
bb_topic_templates;76;0;75;0;5;5;5.0
bb_topic_tpl;83;43;-;0;9;9;9.0
bb_topics;126;0;-;4;17;17;17.65873
bb_topics_watch;126;0;-;0;3;3;3.0
bb_user_group;126;0;-;1;3;4;3.8015873
bb_users;126;0;-;27;42;37;37.309525
bb_vote_desc;71;0;70;0;5;5;5.0
bb_vote_results;71;0;70;0;4;4;4.0
bb_vote_voters;71;0;70;0;3;3;3.0
bb_words;126;0;-;0;3;3;3.0
buf_last_seeder;126;0;-;0;2;2;2.0
buf_topic_view;126;0;-;0;2;2;2.0
sph_counter;69;0;68;0;2;2;2.0
xbt_announce_log;57;4;60;0;11;11;11.0
xbt_config;57;4;60;0;2;2;2.0
xbt_deny_from_hosts;57;4;60;0;2;2;2.0
xbt_files_users;57;4;60;0;9;9;9.0
xbt_scrape_log;57;4;60;0;5;5;5.0
