trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
36;1328937055;1328872580.sql;1328937055.sql;66;66;446;447;0;0;1;0;0;0;0;0
37;1329075363;1328937055.sql;1329075363.sql;66;66;447;447;0;0;0;0;0;0;0;0
38;1330116164;1329075363.sql;1330116164.sql;66;66;447;447;0;0;0;0;0;0;0;0
39;1331012958;1330116164.sql;1331012958.sql;66;66;447;448;0;0;1;0;0;0;0;0
40;1331211837;1331012958.sql;1331211837.sql;66;66;448;449;0;0;9;8;0;0;0;0
41;1333912313;1331211837.sql;1333912313.sql;66;66;449;449;0;0;0;0;1;0;0;0
42;1333928360;1333912313.sql;1333928360.sql;66;66;449;449;0;0;0;0;0;0;0;0
43;1334009281;1333928360.sql;1334009281.sql;66;67;449;458;1;0;0;0;0;0;9;0
44;1334276491;1334009281.sql;1334276491.sql;67;67;458;468;0;0;10;0;0;0;0;0
45;1334313882;1334276491.sql;1334313882.sql;67;67;468;468;0;0;0;0;0;0;0;0
46;1334331425;1334313882.sql;1334331425.sql;67;67;468;468;0;0;0;0;0;0;0;0
47;1334346576;1334331425.sql;1334346576.sql;67;67;468;468;0;0;0;0;0;0;0;0
48;1335580944;1334346576.sql;1335580944.sql;67;67;468;468;0;0;0;0;0;0;0;0
49;1348595181;1335580944.sql;1348595181.sql;67;67;468;472;0;0;4;0;0;0;0;0
50;1348631354;1348595181.sql;1348631354.sql;67;67;472;472;0;0;0;0;0;0;0;0
51;1357660239;1348631354.sql;1357660239.sql;67;67;472;473;0;0;1;0;0;0;0;0
52;1357940226;1357660239.sql;1357940226.sql;67;67;473;473;0;0;0;0;0;0;0;0
53;1358198902;1357940226.sql;1358198902.sql;67;67;473;473;0;0;0;0;0;0;0;0
54;1361325624;1358198902.sql;1361325624.sql;67;67;473;473;0;0;0;0;1;0;0;0
55;1362963040;1361325624.sql;1362963040.sql;67;67;473;473;0;0;0;0;0;0;0;0
56;1372429449;1362963040.sql;1372429449.sql;67;67;473;474;0;0;1;0;0;0;0;0
57;1372436922;1372429449.sql;1372436922.sql;67;67;474;474;0;0;0;0;0;0;0;0
58;1375736482;1372436922.sql;1375736482.sql;67;67;474;473;0;0;0;1;0;0;0;0
59;1375790310;1375736482.sql;1375790310.sql;67;67;473;473;0;0;0;0;0;0;0;0
60;1375909958;1375790310.sql;1375909958.sql;67;67;473;473;0;0;0;0;0;0;0;0
61;1378150412;1375909958.sql;1378150412.sql;67;61;473;439;0;6;0;1;0;0;0;33
62;1378397601;1378150412.sql;1378397601.sql;61;61;439;439;0;0;0;0;0;0;0;0
63;1389516595;1378397601.sql;1389516595.sql;61;61;439;439;0;0;0;0;0;0;0;0
64;1389558516;1389516595.sql;1389558516.sql;61;61;439;439;0;0;0;0;0;0;0;0
65;1389884027;1389558516.sql;1389884027.sql;61;61;439;438;0;0;0;1;0;0;0;0
66;1390080193;1389884027.sql;1390080193.sql;61;61;438;438;0;0;0;0;0;0;0;0
67;1390424933;1390080193.sql;1390424933.sql;61;61;438;438;0;0;0;0;0;0;0;0
68;1390854974;1390424933.sql;1390854974.sql;61;61;438;438;0;0;0;0;0;0;0;0
69;1390936464;1390854974.sql;1390936464.sql;61;58;438;428;1;4;0;0;0;0;4;14
70;1391034473;1390936464.sql;1391034473.sql;58;58;428;428;0;0;0;0;0;0;0;0
71;1391101341;1391034473.sql;1391101341.sql;58;57;428;424;2;3;0;0;0;0;8;12
72;1391353333;1391101341.sql;1391353333.sql;57;57;424;424;0;0;0;0;0;0;0;0
73;1391377443;1391353333.sql;1391377443.sql;57;57;424;424;0;0;0;0;0;0;0;0
74;1391894207;1391377443.sql;1391894207.sql;57;57;424;424;0;0;0;0;0;0;0;0
75;1392064487;1391894207.sql;1392064487.sql;57;57;424;423;0;0;1;2;0;0;0;0
76;1394223362;1392064487.sql;1394223362.sql;57;56;423;417;0;1;0;1;0;0;0;5
77;1402686521;1394223362.sql;1402686521.sql;56;56;417;417;0;0;0;0;0;0;0;0
78;1403043303;1402686521.sql;1403043303.sql;56;56;417;418;0;0;1;0;0;0;0;0
79;1403205821;1403043303.sql;1403205821.sql;56;56;418;417;0;0;0;1;0;0;0;0
80;1403375406;1403205821.sql;1403375406.sql;56;56;417;416;0;0;3;4;0;0;0;0
81;1406723178;1403375406.sql;1406723178.sql;56;56;416;416;0;0;0;0;0;0;0;0
82;1406984932;1406723178.sql;1406984932.sql;56;56;416;417;0;0;1;0;1;0;0;0
83;1406994608;1406984932.sql;1406994608.sql;56;56;417;417;0;0;0;0;0;0;0;0
84;1406999509;1406994608.sql;1406999509.sql;56;56;417;416;0;0;0;1;1;0;0;0
85;1407053269;1406999509.sql;1407053269.sql;56;56;416;418;0;0;2;0;1;0;0;0
86;1407177947;1407053269.sql;1407177947.sql;56;56;418;421;0;0;3;0;0;0;0;0
87;1407305950;1407177947.sql;1407305950.sql;56;56;421;422;0;0;1;0;0;0;0;0
88;1407838058;1407305950.sql;1407838058.sql;56;56;422;416;0;0;0;6;1;0;0;0
89;1407848652;1407838058.sql;1407848652.sql;56;56;416;416;0;0;0;0;0;0;0;0
90;1407867840;1407848652.sql;1407867840.sql;56;56;416;416;0;0;0;0;0;0;0;0
91;1408042474;1407867840.sql;1408042474.sql;56;56;416;416;0;0;0;0;0;0;0;0
92;1408563041;1408042474.sql;1408563041.sql;56;56;416;416;0;0;0;0;0;0;0;0
93;1409135574;1408563041.sql;1409135574.sql;56;56;416;422;0;0;6;0;1;0;0;0
94;1409162914;1409135574.sql;1409162914.sql;56;56;422;422;0;0;0;0;0;0;0;0
95;1409169035;1409162914.sql;1409169035.sql;56;56;422;422;0;0;0;0;0;0;0;0
96;1409439278;1409169035.sql;1409439278.sql;56;56;422;422;0;0;0;0;0;0;0;0
97;1410093126;1409439278.sql;1410093126.sql;56;52;422;388;0;4;0;3;0;0;0;31
98;1410454368;1410093126.sql;1410454368.sql;52;52;388;388;0;0;0;0;0;0;0;0
99;1411643255;1410454368.sql;1411643255.sql;52;52;388;388;0;0;0;0;0;0;0;0
100;1411646550;1411643255.sql;1411646550.sql;52;52;388;388;0;0;0;0;0;0;0;0
101;1412070634;1411646550.sql;1412070634.sql;52;52;388;388;0;0;0;0;0;0;0;0
102;1414659630;1412070634.sql;1414659630.sql;52;52;388;388;0;0;0;0;0;0;0;0
103;1414660376;1414659630.sql;1414660376.sql;52;52;388;388;0;0;0;0;0;0;0;0
104;1414660824;1414660376.sql;1414660824.sql;52;52;388;384;0;0;0;4;0;0;0;0
105;1414668291;1414660824.sql;1414668291.sql;52;52;384;384;0;0;0;0;0;0;0;0
106;1414668696;1414668291.sql;1414668696.sql;52;52;384;386;0;0;2;0;0;0;0;0
107;1414682449;1414668696.sql;1414682449.sql;52;52;386;386;0;0;0;0;0;0;0;0
108;1414684191;1414682449.sql;1414684191.sql;52;52;386;386;0;0;0;0;0;0;0;0
109;1417818923;1414684191.sql;1417818923.sql;52;51;386;383;0;1;0;0;0;0;0;3
110;1417881062;1417818923.sql;1417881062.sql;51;51;383;383;0;0;0;0;0;0;0;0
111;1417887290;1417881062.sql;1417887290.sql;51;51;383;383;0;0;0;0;0;0;0;0
112;1484259643;1417887290.sql;1484259643.sql;51;51;383;383;0;0;0;0;0;0;0;0
113;1485034702;1484259643.sql;1485034702.sql;51;51;383;383;0;0;0;0;0;0;0;0
114;1485099223;1485034702.sql;1485099223.sql;51;51;383;383;0;0;0;0;0;0;0;0
115;1485103694;1485099223.sql;1485103694.sql;51;51;383;383;0;0;0;0;0;0;0;0
116;1495879927;1485103694.sql;1495879927.sql;51;50;383;376;0;1;0;0;0;0;0;7
117;1497196588;1495879927.sql;1497196588.sql;50;50;376;375;0;0;0;1;0;0;0;0
118;1497227499;1497196588.sql;1497227499.sql;50;50;375;372;0;0;0;3;9;0;0;0
119;1497269704;1497227499.sql;1497269704.sql;50;50;372;372;0;0;0;0;0;0;0;0
120;1497289865;1497269704.sql;1497289865.sql;50;50;372;372;0;0;0;0;0;0;0;0
121;1497478940;1497289865.sql;1497478940.sql;50;50;372;372;0;0;0;0;0;0;0;0
122;1498159333;1497478940.sql;1498159333.sql;50;50;372;370;0;0;0;2;0;0;0;0
123;1498338082;1498159333.sql;1498338082.sql;50;50;370;370;0;0;0;0;0;0;0;0
124;1529863726;1498338082.sql;1529863726.sql;50;50;370;370;0;0;0;0;0;0;0;0
125;1530014987;1529863726.sql;1530014987.sql;50;50;370;370;0;0;0;0;0;0;0;0
