trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1309289796;1309209831.sql;1309289796.sql;61;61;418;418;0;0;0;0;0;0;0;0
2;1309419787;1309289796.sql;1309419787.sql;61;61;418;418;0;0;0;0;0;0;0;0
3;1309421385;1309419787.sql;1309421385.sql;61;61;418;418;0;0;0;0;0;0;0;0
4;1309722596;1309421385.sql;1309722596.sql;61;67;418;442;7;1;4;15;0;0;39;4
5;1309724436;1309722596.sql;1309724436.sql;67;67;442;442;0;0;0;0;0;0;0;0
6;1309725315;1309724436.sql;1309725315.sql;67;67;442;442;0;0;0;0;0;0;0;0
7;1309876053;1309725315.sql;1309876053.sql;67;67;442;441;0;0;0;1;0;0;0;0
8;1309876865;1309876053.sql;1309876865.sql;67;67;441;441;0;0;0;0;0;0;0;0
9;1310388838;1309876865.sql;1310388838.sql;67;67;441;443;0;0;2;0;0;0;0;0
10;1310646080;1310388838.sql;1310646080.sql;67;67;443;445;0;0;2;0;0;0;0;0
11;1310651158;1310646080.sql;1310651158.sql;67;67;445;445;0;0;0;0;0;0;0;0
12;1310681313;1310651158.sql;1310681313.sql;67;67;445;445;0;0;0;0;0;0;0;0
13;1311625286;1310681313.sql;1311625286.sql;67;67;445;445;0;0;0;0;0;0;0;0
14;1311638831;1311625286.sql;1311638831.sql;67;67;445;444;0;0;0;1;0;0;0;0
15;1311848300;1311638831.sql;1311848300.sql;67;67;444;444;0;0;0;0;0;0;0;0
16;1312504352;1311848300.sql;1312504352.sql;67;67;444;444;0;0;0;0;0;0;0;0
17;1313175815;1312504352.sql;1313175815.sql;67;67;444;444;0;0;0;0;0;0;0;0
18;1313893757;1313175815.sql;1313893757.sql;67;67;444;445;0;0;1;0;0;0;0;0
19;1313905167;1313893757.sql;1313905167.sql;67;67;445;445;0;0;0;0;0;0;0;0
20;1314044909;1313905167.sql;1314044909.sql;67;67;445;445;0;0;0;0;0;0;0;0
21;1314574702;1314044909.sql;1314574702.sql;67;67;445;445;0;0;0;0;0;0;0;0
22;1314896451;1314574702.sql;1314896451.sql;67;66;445;443;0;1;0;0;0;0;0;2
23;1314900448;1314896451.sql;1314900448.sql;66;66;443;443;0;0;0;0;0;0;0;0
24;1314989201;1314900448.sql;1314989201.sql;66;66;443;443;0;0;0;0;0;0;0;0
25;1315247888;1314989201.sql;1315247888.sql;66;66;443;444;0;0;1;0;0;0;0;0
26;1316169848;1315247888.sql;1316169848.sql;66;66;444;444;0;0;0;0;0;0;0;0
27;1317414562;1316169848.sql;1317414562.sql;66;66;444;444;0;0;0;0;0;0;0;0
28;1321116954;1317414562.sql;1321116954.sql;66;66;444;445;0;0;1;0;0;0;0;0
29;1321171096;1321116954.sql;1321171096.sql;66;66;445;445;0;0;0;0;0;0;0;0
30;1328128236;1321171096.sql;1328128236.sql;66;66;445;445;0;0;0;0;0;0;0;0
31;1328482765;1328128236.sql;1328482765.sql;66;66;445;445;0;0;0;0;0;0;0;0
32;1328720444;1328482765.sql;1328720444.sql;66;66;445;445;0;0;0;0;0;0;0;0
33;1328826988;1328720444.sql;1328826988.sql;66;66;445;446;0;0;1;0;0;0;0;0
34;1328828905;1328826988.sql;1328828905.sql;66;66;446;446;0;0;0;0;0;0;0;0
35;1328872580;1328828905.sql;1328872580.sql;66;66;446;446;0;0;1;1;0;0;0;0
