trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1309209831		1309209831.sql	2011-06-27 21:23:51	0	0	0	0	61	0	418	61	0	418	0	0	0	0	0	0	0	418	0	0	418	0	418	1	0	1
1	1309289796	1309209831.sql	1309289796.sql	2011-06-28 19:36:36	0	1	1	61	61	418	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1309419787	1309289796.sql	1309419787.sql	2011-06-30 07:43:07	2	1	1	61	61	418	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1309421385	1309419787.sql	1309421385.sql	2011-06-30 08:09:45	2	1	1	61	61	418	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1309722596	1309421385.sql	1309722596.sql	2011-07-03 19:49:56	5	1	1	61	67	418	442	7	1	39	4	4	15	0	0	6	24	43	19	0	43	19	62	1	0	1
5	1309724436	1309722596.sql	1309724436.sql	2011-07-03 20:20:36	5	1	1	67	67	442	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1309725315	1309724436.sql	1309725315.sql	2011-07-03 20:35:15	5	1	1	67	67	442	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1309876053	1309725315.sql	1309876053.sql	2011-07-05 14:27:33	7	1	1	67	67	442	441	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	0	1	1
8	1309876865	1309876053.sql	1309876865.sql	2011-07-05 14:41:05	7	1	1	67	67	441	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1310388838	1309876865.sql	1310388838.sql	2011-07-11 12:53:58	13	1	1	67	67	441	443	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
10	1310646080	1310388838.sql	1310646080.sql	2011-07-14 12:21:20	16	1	1	67	67	443	445	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
11	1310651158	1310646080.sql	1310651158.sql	2011-07-14 13:45:58	16	1	1	67	67	445	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	1310681313	1310651158.sql	1310681313.sql	2011-07-14 22:08:33	17	1	1	67	67	445	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	1311625286	1310681313.sql	1311625286.sql	2011-07-25 20:21:26	27	1	1	67	67	445	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	1311638831	1311625286.sql	1311638831.sql	2011-07-26 00:07:11	28	1	1	67	67	445	444	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	0	1	1
15	1311848300	1311638831.sql	1311848300.sql	2011-07-28 10:18:20	30	1	2	67	67	444	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	1312504352	1311848300.sql	1312504352.sql	2011-08-05 00:32:32	38	1	2	67	67	444	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	1313175815	1312504352.sql	1313175815.sql	2011-08-12 19:03:35	45	1	2	67	67	444	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	1313893757	1313175815.sql	1313893757.sql	2011-08-21 02:29:17	54	1	2	67	67	444	445	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
19	1313905167	1313893757.sql	1313905167.sql	2011-08-21 05:39:27	54	1	2	67	67	445	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	1314044909	1313905167.sql	1314044909.sql	2011-08-22 20:28:29	55	1	2	67	67	445	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	1314574702	1314044909.sql	1314574702.sql	2011-08-28 23:38:22	62	1	3	67	67	445	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	1314896451	1314574702.sql	1314896451.sql	2011-09-01 17:00:51	65	1	3	67	66	445	443	0	1	0	2	0	0	0	0	-1	-2	0	2	0	0	2	2	0	1	1
23	1314900448	1314896451.sql	1314900448.sql	2011-09-01 18:07:28	65	1	3	66	66	443	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	1314989201	1314900448.sql	1314989201.sql	2011-09-02 18:46:41	66	1	3	66	66	443	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	1315247888	1314989201.sql	1315247888.sql	2011-09-05 18:38:08	69	1	3	66	66	443	444	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
