trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1478601108		1478601108.sql	2016-11-08 10:31:48	0	0	0		26		171	26	0	171	0	0	0	0	0			171	0	0	171	0	171	
1	1478661345	1478601108.sql	1478661345.sql	2016-11-09 03:15:45	0	1	1	26	26	171	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	1478938293	1478661345.sql	1478938293.sql	2016-11-12 08:11:33	3	1	1	26	26	171	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1479281478	1478938293.sql	1479281478.sql	2016-11-16 07:31:18	7	1	1	26	26	171	170	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	
4	1481182088	1479281478.sql	1481182088.sql	2016-12-08 07:28:08	29	1	1	26	26	170	167	0	0	0	0	1	4	0	0	0	-3	1	4	0	1	4	5	
5	1481184719	1481182088.sql	1481184719.sql	2016-12-08 08:11:59	29	1	1	26	26	167	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	1486367063	1481184719.sql	1486367063.sql	2017-02-06 07:44:23	89	1	3	26	26	167	167	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
7	1495013854	1486367063.sql	1495013854.sql	2017-05-17 09:37:34	189	1	7	26	27	167	171	1	0	3	0	1	0	1	0	1	4	4	0	1	4	1	5	
8	1521855092	1495013854.sql	1521855092.sql	2018-03-24 01:31:32	500	2	17	27	33	171	239	14	8	81	22	43	34	12	0	6	68	124	56	12	124	68	192	
9	1523153905	1521855092.sql	1523153905.sql	2018-04-08 02:18:25	515	2	17	33	33	239	239	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	
10	1526372755	1523153905.sql	1526372755.sql	2018-05-15 08:25:55	552	2	19	33	33	239	245	0	0	0	0	6	0	2	0	0	6	6	0	2	6	2	8	
11	1540797110	1526372755.sql	1540797110.sql	2018-10-29 07:11:50	719	2	24	33	33	245	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	1546484724	1540797110.sql	1546484724.sql	2019-01-03 03:05:24	785	3	26	33	33	245	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	1547114683	1546484724.sql	1547114683.sql	2019-01-10 10:04:43	792	3	27	33	33	245	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
