;0;1;2;3;4;
_version_;-;-;0;0;0;
bars;0;0;0;0;0;
greeks;-;0;0;0;0;
symbols;0;0;0;0;0;
ticks;0;0;0;0;0;
trades;0;0;0;0;0;
