table;dur;birth;death;chngs;s@s;s@e;sAvg
_version_;3;2;-;0;2;2;2.0
bars;5;0;-;0;8;8;8.0
greeks;4;1;-;1;12;13;12.5
symbols;5;0;-;2;5;5;5.0
ticks;5;0;-;1;9;9;9.0
trades;5;0;-;0;15;15;15.0
