;0;1;
cr_comment;0|-|-|-|-;5[0|0|0|0];
cr_comments;0|-|-|-|-;5[0|0|0|0];
cr_fork;0|-|-|-|-;3[0|0|0|0];
cr_image;6[0|0|0|0];7[1|0|0|0];
cr_star;0|-|-|-|-;3[0|0|0|0];
